epoch,step,train_accuracy_epoch,train_accuracy_step,train_loss_epoch,train_loss_step
0,0,,0.20000000298023224,,1.2301032543182373
0,1,,0.30000001192092896,,1.1491481065750122
0,2,,0.3499999940395355,,1.1279017925262451
0,3,,0.3499999940395355,,1.134902834892273
0,4,,0.3499999940395355,,1.1346774101257324
0,5,,0.20000000298023224,,1.2233173847198486
0,6,,0.30000001192092896,,1.1532206535339355
0,7,,0.4000000059604645,,1.1033108234405518
0,8,,0.20000000298023224,,1.2050645351409912
0,9,,0.44999998807907104,,1.0726121664047241
0,10,,0.25,,1.1725752353668213
0,11,,0.30000001192092896,,1.1502158641815186
0,12,,0.3499999940395355,,1.1229437589645386
0,13,,0.30000001192092896,,1.1537243127822876
0,14,,0.25,,1.1786706447601318
0,15,,0.4000000059604645,,1.1052260398864746
0,16,,0.30000001192092896,,1.129442811012268
0,17,,0.4000000059604645,,1.1054519414901733
0,18,,0.30000001192092896,,1.131856918334961
0,19,,0.20000000298023224,,1.2091429233551025
0,20,,0.20000000298023224,,1.1719372272491455
0,21,,0.4000000059604645,,1.074482798576355
0,22,,0.25,,1.1357110738754272
0,23,,0.44999998807907104,,1.0278818607330322
0,24,,0.25,,1.2413129806518555
0,25,,0.44999998807907104,,1.0346065759658813
0,26,,0.3499999940395355,,1.0976927280426025
0,27,,0.30000001192092896,,1.1473917961120605
0,28,,0.3499999940395355,,1.1096251010894775
0,29,,0.20000000298023224,,1.183807611465454
0,30,,0.25,,1.150447130203247
0,31,,0.5,,1.0649793148040771
0,32,,0.30000001192092896,,1.1393214464187622
0,33,,0.20000000298023224,,1.1670171022415161
0,34,,0.30000001192092896,,1.1158705949783325
0,35,,0.20000000298023224,,1.14435613155365
0,36,,0.44999998807907104,,1.0905481576919556
0,37,,0.25,,1.1617820262908936
0,38,,0.25,,1.179548978805542
0,39,,0.3499999940395355,,1.1023268699645996
0,39,0.3100000023841858,,1.1383538246154785,
1,40,,0.25,,1.150313377380371
1,41,,0.3499999940395355,,1.0936925411224365
1,42,,0.25,,1.1350048780441284
1,43,,0.30000001192092896,,1.1220494508743286
1,44,,0.6499999761581421,,0.9917632937431335
1,45,,0.44999998807907104,,1.0777796506881714
1,46,,0.25,,1.1125861406326294
1,47,,0.3499999940395355,,1.1405240297317505
1,48,,0.5,,1.0236448049545288
1,49,,0.550000011920929,,1.0245627164840698
1,50,,0.4000000059604645,,1.0899620056152344
1,51,,0.30000001192092896,,1.1252979040145874
1,52,,0.20000000298023224,,1.1630610227584839
1,53,,0.3499999940395355,,1.1324145793914795
1,54,,0.3499999940395355,,1.092708945274353
1,55,,0.3499999940395355,,1.093978762626648
1,56,,0.3499999940395355,,1.1283600330352783
1,57,,0.44999998807907104,,1.097548246383667
1,58,,0.3499999940395355,,1.0785001516342163
1,59,,0.20000000298023224,,1.1448867321014404
1,60,,0.3499999940395355,,1.116646647453308
1,61,,0.44999998807907104,,1.0724577903747559
1,62,,0.4000000059604645,,1.0846779346466064
1,63,,0.4000000059604645,,1.0774085521697998
1,64,,0.30000001192092896,,1.0920722484588623
1,65,,0.4000000059604645,,1.1099932193756104
1,66,,0.4000000059604645,,1.0818383693695068
1,67,,0.25,,1.1592528820037842
1,68,,0.4000000059604645,,1.1189388036727905
1,69,,0.25,,1.1218305826187134
1,70,,0.30000001192092896,,1.108643889427185
1,71,,0.30000001192092896,,1.1639020442962646
1,72,,0.30000001192092896,,1.1099812984466553
1,73,,0.25,,1.147722601890564
